sample_id,true_algo,ranked_list,candidate_set,candidate_size,rank1,rank2,rank3,rank4,rank5,top1_correct,top2_correct,top3_correct,top4_correct,top5_correct,candidate_correct,true_rank
HILL__TEST__STEGO__5750.pgm,HILL,"S-UNIWARD,HILL,MiPOD,HUGO,WOW","S-UNIWARD,HILL,MiPOD",3,S-UNIWARD,HILL,MiPOD,HUGO,WOW,0,1,1,1,1,1,2
HILL__TEST__STEGO__4956.pgm,HILL,"HILL,MiPOD,S-UNIWARD,HUGO,WOW","HILL,MiPOD",2,HILL,MiPOD,S-UNIWARD,HUGO,WOW,1,1,1,1,1,1,1
HILL__TEST__STEGO__7420.pgm,HILL,"S-UNIWARD,HILL,HUGO,MiPOD,WOW","S-UNIWARD,HILL,HUGO,MiPOD,WOW",5,S-UNIWARD,HILL,HUGO,MiPOD,WOW,0,1,1,1,1,1,2
HILL__TEST__STEGO__7853.pgm,HILL,"WOW,HILL,MiPOD,S-UNIWARD,HUGO","WOW,HILL,MiPOD,S-UNIWARD",4,WOW,HILL,MiPOD,S-UNIWARD,HUGO,0,1,1,1,1,1,2
HILL__TEST__STEGO__8127.pgm,HILL,"HILL,MiPOD,S-UNIWARD,WOW,HUGO","HILL,MiPOD,S-UNIWARD",3,HILL,MiPOD,S-UNIWARD,WOW,HUGO,1,1,1,1,1,1,1
HILL__TEST__STEGO__8934.pgm,HILL,"HUGO,MiPOD,HILL,S-UNIWARD,WOW","HUGO,MiPOD,HILL,S-UNIWARD",4,HUGO,MiPOD,HILL,S-UNIWARD,WOW,0,0,1,1,1,1,3
HILL__TEST__STEGO__4981.pgm,HILL,"HILL,HUGO,MiPOD,S-UNIWARD,WOW","HILL,HUGO,MiPOD",3,HILL,HUGO,MiPOD,S-UNIWARD,WOW,1,1,1,1,1,1,1
HILL__TEST__STEGO__8692.pgm,HILL,"HILL,MiPOD,S-UNIWARD,HUGO,WOW","HILL,MiPOD",2,HILL,MiPOD,S-UNIWARD,HUGO,WOW,1,1,1,1,1,1,1
HILL__TEST__STEGO__3595.pgm,HILL,"HILL,MiPOD,S-UNIWARD,HUGO,WOW","HILL,MiPOD,S-UNIWARD,HUGO",4,HILL,MiPOD,S-UNIWARD,HUGO,WOW,1,1,1,1,1,1,1
HILL__TEST__STEGO__742.pgm,HILL,"HILL,MiPOD,S-UNIWARD,WOW,HUGO","HILL,MiPOD,S-UNIWARD",3,HILL,MiPOD,S-UNIWARD,WOW,HUGO,1,1,1,1,1,1,1
HILL__TEST__STEGO__3253.pgm,HILL,"WOW,S-UNIWARD,MiPOD,HILL,HUGO","WOW,S-UNIWARD,MiPOD,HILL",4,WOW,S-UNIWARD,MiPOD,HILL,HUGO,0,0,0,1,1,1,4
HILL__TEST__STEGO__7778.pgm,HILL,"HILL,MiPOD,S-UNIWARD,HUGO,WOW","HILL,MiPOD,S-UNIWARD",3,HILL,MiPOD,S-UNIWARD,HUGO,WOW,1,1,1,1,1,1,1
HILL__TEST__STEGO__6339.pgm,HILL,"S-UNIWARD,MiPOD,HILL,WOW,HUGO","S-UNIWARD,MiPOD,HILL,WOW,HUGO",5,S-UNIWARD,MiPOD,HILL,WOW,HUGO,0,0,1,1,1,1,3
HILL__TEST__STEGO__7390.pgm,HILL,"WOW,MiPOD,S-UNIWARD,HILL,HUGO","WOW,MiPOD,S-UNIWARD,HILL",4,WOW,MiPOD,S-UNIWARD,HILL,HUGO,0,0,0,1,1,1,4
HILL__TEST__STEGO__2554.pgm,HILL,"HILL,MiPOD,S-UNIWARD,WOW,HUGO","HILL,MiPOD,S-UNIWARD",3,HILL,MiPOD,S-UNIWARD,WOW,HUGO,1,1,1,1,1,1,1
HILL__TEST__STEGO__8226.pgm,HILL,"WOW,S-UNIWARD,HILL,HUGO,MiPOD","WOW,S-UNIWARD,HILL,HUGO,MiPOD",5,WOW,S-UNIWARD,HILL,HUGO,MiPOD,0,0,1,1,1,1,3
HILL__TEST__STEGO__7192.pgm,HILL,"MiPOD,S-UNIWARD,HUGO,HILL,WOW","MiPOD,S-UNIWARD,HUGO,HILL",4,MiPOD,S-UNIWARD,HUGO,HILL,WOW,0,0,0,1,1,1,4
HILL__TEST__STEGO__1184.pgm,HILL,"WOW,S-UNIWARD,HILL,HUGO,MiPOD","WOW,S-UNIWARD,HILL,HUGO,MiPOD",5,WOW,S-UNIWARD,HILL,HUGO,MiPOD,0,0,1,1,1,1,3
HILL__TEST__STEGO__6029.pgm,HILL,"WOW,S-UNIWARD,HILL,MiPOD,HUGO","WOW,S-UNIWARD,HILL,MiPOD",4,WOW,S-UNIWARD,HILL,MiPOD,HUGO,0,0,1,1,1,1,3
HILL__TEST__STEGO__8459.pgm,HILL,"WOW,S-UNIWARD,MiPOD,HILL,HUGO","WOW,S-UNIWARD,MiPOD,HILL",4,WOW,S-UNIWARD,MiPOD,HILL,HUGO,0,0,0,1,1,1,4
HILL__TEST__STEGO__2013.pgm,HILL,"HUGO,S-UNIWARD,WOW,MiPOD,HILL","HUGO,S-UNIWARD",2,HUGO,S-UNIWARD,WOW,MiPOD,HILL,0,0,0,0,1,0,5
HILL__TEST__STEGO__6462.pgm,HILL,"MiPOD,HILL,S-UNIWARD,HUGO,WOW","MiPOD,HILL,S-UNIWARD,HUGO",4,MiPOD,HILL,S-UNIWARD,HUGO,WOW,0,1,1,1,1,1,2
HILL__TEST__STEGO__7314.pgm,HILL,"WOW,S-UNIWARD,MiPOD,HILL,HUGO","WOW,S-UNIWARD,MiPOD,HILL",4,WOW,S-UNIWARD,MiPOD,HILL,HUGO,0,0,0,1,1,1,4
HILL__TEST__STEGO__8854.pgm,HILL,"HUGO,MiPOD,WOW,HILL,S-UNIWARD","HUGO,MiPOD,WOW,HILL,S-UNIWARD",5,HUGO,MiPOD,WOW,HILL,S-UNIWARD,0,0,0,1,1,1,4
HILL__TEST__STEGO__6117.pgm,HILL,"HILL,MiPOD,WOW,HUGO,S-UNIWARD","HILL,MiPOD,WOW",3,HILL,MiPOD,WOW,HUGO,S-UNIWARD,1,1,1,1,1,1,1
HILL__TEST__STEGO__1602.pgm,HILL,"MiPOD,WOW,S-UNIWARD,HILL,HUGO","MiPOD,WOW,S-UNIWARD,HILL",4,MiPOD,WOW,S-UNIWARD,HILL,HUGO,0,0,0,1,1,1,4
HILL__TEST__STEGO__9343.pgm,HILL,"HILL,HUGO,MiPOD,S-UNIWARD,WOW","HILL,HUGO,MiPOD",3,HILL,HUGO,MiPOD,S-UNIWARD,WOW,1,1,1,1,1,1,1
HILL__TEST__STEGO__2783.pgm,HILL,"S-UNIWARD,HUGO,MiPOD,HILL,WOW","S-UNIWARD,HUGO,MiPOD,HILL",4,S-UNIWARD,HUGO,MiPOD,HILL,WOW,0,0,0,1,1,1,4
HILL__TEST__STEGO__5445.pgm,HILL,"HUGO,MiPOD,S-UNIWARD,HILL,WOW",HUGO,1,HUGO,MiPOD,S-UNIWARD,HILL,WOW,0,0,0,1,1,0,4
HILL__TEST__STEGO__250.pgm,HILL,"HILL,MiPOD,S-UNIWARD,HUGO,WOW","HILL,MiPOD,S-UNIWARD",3,HILL,MiPOD,S-UNIWARD,HUGO,WOW,1,1,1,1,1,1,1
HILL__TEST__STEGO__4579.pgm,HILL,"HILL,HUGO,MiPOD,S-UNIWARD,WOW","HILL,HUGO,MiPOD,S-UNIWARD",4,HILL,HUGO,MiPOD,S-UNIWARD,WOW,1,1,1,1,1,1,1
HILL__TEST__STEGO__2118.pgm,HILL,"WOW,S-UNIWARD,HILL,HUGO,MiPOD","WOW,S-UNIWARD,HILL,HUGO,MiPOD",5,WOW,S-UNIWARD,HILL,HUGO,MiPOD,0,0,1,1,1,1,3
HILL__TEST__STEGO__3922.pgm,HILL,"WOW,S-UNIWARD,HILL,HUGO,MiPOD","WOW,S-UNIWARD,HILL,HUGO,MiPOD",5,WOW,S-UNIWARD,HILL,HUGO,MiPOD,0,0,1,1,1,1,3
HILL__TEST__STEGO__6847.pgm,HILL,"HILL,HUGO,MiPOD,S-UNIWARD,WOW","HILL,HUGO,MiPOD,S-UNIWARD",4,HILL,HUGO,MiPOD,S-UNIWARD,WOW,1,1,1,1,1,1,1
HILL__TEST__STEGO__6532.pgm,HILL,"HILL,MiPOD,WOW,S-UNIWARD,HUGO","HILL,MiPOD,WOW",3,HILL,MiPOD,WOW,S-UNIWARD,HUGO,1,1,1,1,1,1,1
HILL__TEST__STEGO__5599.pgm,HILL,"WOW,MiPOD,S-UNIWARD,HILL,HUGO","WOW,MiPOD,S-UNIWARD,HILL",4,WOW,MiPOD,S-UNIWARD,HILL,HUGO,0,0,0,1,1,1,4
HILL__TEST__STEGO__1376.pgm,HILL,"MiPOD,HILL,HUGO,S-UNIWARD,WOW","MiPOD,HILL,HUGO",3,MiPOD,HILL,HUGO,S-UNIWARD,WOW,0,1,1,1,1,1,2
HILL__TEST__STEGO__9637.pgm,HILL,"MiPOD,HUGO,S-UNIWARD,HILL,WOW",,0,MiPOD,HUGO,S-UNIWARD,HILL,WOW,0,0,0,1,1,0,4
HILL__TEST__STEGO__5585.pgm,HILL,"HILL,MiPOD,WOW,S-UNIWARD,HUGO","HILL,MiPOD,WOW",3,HILL,MiPOD,WOW,S-UNIWARD,HUGO,1,1,1,1,1,1,1
HILL__TEST__STEGO__3412.pgm,HILL,"S-UNIWARD,HILL,HUGO,MiPOD,WOW","S-UNIWARD,HILL,HUGO,MiPOD,WOW",5,S-UNIWARD,HILL,HUGO,MiPOD,WOW,0,1,1,1,1,1,2
HILL__TEST__STEGO__9884.pgm,HILL,"WOW,MiPOD,HILL,S-UNIWARD,HUGO","WOW,MiPOD,HILL,S-UNIWARD",4,WOW,MiPOD,HILL,S-UNIWARD,HUGO,0,0,1,1,1,1,3
HILL__TEST__STEGO__3472.pgm,HILL,"HILL,MiPOD,S-UNIWARD,WOW,HUGO","HILL,MiPOD,S-UNIWARD",3,HILL,MiPOD,S-UNIWARD,WOW,HUGO,1,1,1,1,1,1,1
HILL__TEST__STEGO__6437.pgm,HILL,"S-UNIWARD,HILL,MiPOD,HUGO,WOW","S-UNIWARD,HILL,MiPOD,HUGO",4,S-UNIWARD,HILL,MiPOD,HUGO,WOW,0,1,1,1,1,1,2
HILL__TEST__STEGO__4777.pgm,HILL,"WOW,S-UNIWARD,HILL,HUGO,MiPOD","WOW,S-UNIWARD,HILL,HUGO,MiPOD",5,WOW,S-UNIWARD,HILL,HUGO,MiPOD,0,0,1,1,1,1,3
HILL__TEST__STEGO__7856.pgm,HILL,"WOW,HILL,MiPOD,S-UNIWARD,HUGO","WOW,HILL,MiPOD,S-UNIWARD",4,WOW,HILL,MiPOD,S-UNIWARD,HUGO,0,1,1,1,1,1,2
HILL__TEST__STEGO__4211.pgm,HILL,"WOW,S-UNIWARD,HILL,HUGO,MiPOD","WOW,S-UNIWARD,HILL,HUGO,MiPOD",5,WOW,S-UNIWARD,HILL,HUGO,MiPOD,0,0,1,1,1,1,3
HILL__TEST__STEGO__9314.pgm,HILL,"HILL,MiPOD,S-UNIWARD,HUGO,WOW","HILL,MiPOD",2,HILL,MiPOD,S-UNIWARD,HUGO,WOW,1,1,1,1,1,1,1
HILL__TEST__STEGO__2685.pgm,HILL,"S-UNIWARD,HILL,MiPOD,HUGO,WOW","S-UNIWARD,HILL,MiPOD",3,S-UNIWARD,HILL,MiPOD,HUGO,WOW,0,1,1,1,1,1,2
HILL__TEST__STEGO__7981.pgm,HILL,"WOW,MiPOD,HILL,S-UNIWARD,HUGO","WOW,MiPOD,HILL,S-UNIWARD",4,WOW,MiPOD,HILL,S-UNIWARD,HUGO,0,0,1,1,1,1,3
HILL__TEST__STEGO__286.pgm,HILL,"WOW,S-UNIWARD,HILL,HUGO,MiPOD","WOW,S-UNIWARD,HILL,HUGO,MiPOD",5,WOW,S-UNIWARD,HILL,HUGO,MiPOD,0,0,1,1,1,1,3
HILL__TEST__STEGO__4515.pgm,HILL,"MiPOD,HILL,HUGO,S-UNIWARD,WOW","MiPOD,HILL,HUGO,S-UNIWARD",4,MiPOD,HILL,HUGO,S-UNIWARD,WOW,0,1,1,1,1,1,2
HILL__TEST__STEGO__3244.pgm,HILL,"S-UNIWARD,HILL,HUGO,MiPOD,WOW","S-UNIWARD,HILL,HUGO,MiPOD",4,S-UNIWARD,HILL,HUGO,MiPOD,WOW,0,1,1,1,1,1,2
HILL__TEST__STEGO__1298.pgm,HILL,"MiPOD,HILL,S-UNIWARD,WOW,HUGO","MiPOD,HILL,S-UNIWARD",3,MiPOD,HILL,S-UNIWARD,WOW,HUGO,0,1,1,1,1,1,2
HILL__TEST__STEGO__3938.pgm,HILL,"WOW,S-UNIWARD,HILL,HUGO,MiPOD","WOW,S-UNIWARD,HILL,HUGO,MiPOD",5,WOW,S-UNIWARD,HILL,HUGO,MiPOD,0,0,1,1,1,1,3
HILL__TEST__STEGO__4644.pgm,HILL,"WOW,S-UNIWARD,HILL,HUGO,MiPOD","WOW,S-UNIWARD,HILL,HUGO,MiPOD",5,WOW,S-UNIWARD,HILL,HUGO,MiPOD,0,0,1,1,1,1,3
HILL__TEST__STEGO__1455.pgm,HILL,"HUGO,S-UNIWARD,MiPOD,HILL,WOW","HUGO,S-UNIWARD",2,HUGO,S-UNIWARD,MiPOD,HILL,WOW,0,0,0,1,1,0,4
HILL__TEST__STEGO__1591.pgm,HILL,"S-UNIWARD,MiPOD,HILL,HUGO,WOW","S-UNIWARD,MiPOD",2,S-UNIWARD,MiPOD,HILL,HUGO,WOW,0,0,1,1,1,0,3
HILL__TEST__STEGO__2009.pgm,HILL,"WOW,S-UNIWARD,HILL,HUGO,MiPOD","WOW,S-UNIWARD,HILL,HUGO,MiPOD",5,WOW,S-UNIWARD,HILL,HUGO,MiPOD,0,0,1,1,1,1,3
HILL__TEST__STEGO__4303.pgm,HILL,"HILL,MiPOD,WOW,S-UNIWARD,HUGO","HILL,MiPOD",2,HILL,MiPOD,WOW,S-UNIWARD,HUGO,1,1,1,1,1,1,1
HILL__TEST__STEGO__6158.pgm,HILL,"HILL,MiPOD,S-UNIWARD,HUGO,WOW","HILL,MiPOD",2,HILL,MiPOD,S-UNIWARD,HUGO,WOW,1,1,1,1,1,1,1
HILL__TEST__STEGO__1766.pgm,HILL,"WOW,MiPOD,S-UNIWARD,HUGO,HILL","WOW,MiPOD,S-UNIWARD,HUGO,HILL",5,WOW,MiPOD,S-UNIWARD,HUGO,HILL,0,0,0,0,1,1,5
HILL__TEST__STEGO__9865.pgm,HILL,"HILL,MiPOD,WOW,S-UNIWARD,HUGO","HILL,MiPOD,WOW",3,HILL,MiPOD,WOW,S-UNIWARD,HUGO,1,1,1,1,1,1,1
HILL__TEST__STEGO__1283.pgm,HILL,"WOW,HILL,HUGO,MiPOD,S-UNIWARD","WOW,HILL,HUGO,MiPOD,S-UNIWARD",5,WOW,HILL,HUGO,MiPOD,S-UNIWARD,0,1,1,1,1,1,2
HILL__TEST__STEGO__7933.pgm,HILL,"WOW,MiPOD,HILL,S-UNIWARD,HUGO","WOW,MiPOD,HILL,S-UNIWARD",4,WOW,MiPOD,HILL,S-UNIWARD,HUGO,0,0,1,1,1,1,3
HILL__TEST__STEGO__2204.pgm,HILL,"WOW,S-UNIWARD,MiPOD,HILL,HUGO","WOW,S-UNIWARD,MiPOD,HILL",4,WOW,S-UNIWARD,MiPOD,HILL,HUGO,0,0,0,1,1,1,4
HILL__TEST__STEGO__4718.pgm,HILL,"MiPOD,HUGO,S-UNIWARD,HILL,WOW",,0,MiPOD,HUGO,S-UNIWARD,HILL,WOW,0,0,0,1,1,0,4
HILL__TEST__STEGO__7213.pgm,HILL,"S-UNIWARD,MiPOD,HUGO,HILL,WOW",S-UNIWARD,1,S-UNIWARD,MiPOD,HUGO,HILL,WOW,0,0,0,1,1,0,4
HILL__TEST__STEGO__510.pgm,HILL,"HILL,MiPOD,S-UNIWARD,HUGO,WOW","HILL,MiPOD",2,HILL,MiPOD,S-UNIWARD,HUGO,WOW,1,1,1,1,1,1,1
HILL__TEST__STEGO__9456.pgm,HILL,"WOW,HILL,MiPOD,S-UNIWARD,HUGO","WOW,HILL,MiPOD,S-UNIWARD",4,WOW,HILL,MiPOD,S-UNIWARD,HUGO,0,1,1,1,1,1,2
HILL__TEST__STEGO__5975.pgm,HILL,"S-UNIWARD,HILL,MiPOD,HUGO,WOW","S-UNIWARD,HILL,MiPOD,HUGO",4,S-UNIWARD,HILL,MiPOD,HUGO,WOW,0,1,1,1,1,1,2
HILL__TEST__STEGO__5818.pgm,HILL,"HUGO,MiPOD,S-UNIWARD,HILL,WOW","HUGO,MiPOD,S-UNIWARD,HILL",4,HUGO,MiPOD,S-UNIWARD,HILL,WOW,0,0,0,1,1,1,4
HILL__TEST__STEGO__7702.pgm,HILL,"HILL,MiPOD,HUGO,S-UNIWARD,WOW","HILL,MiPOD",2,HILL,MiPOD,HUGO,S-UNIWARD,WOW,1,1,1,1,1,1,1
HILL__TEST__STEGO__4118.pgm,HILL,"S-UNIWARD,HILL,MiPOD,WOW,HUGO","S-UNIWARD,HILL,MiPOD,WOW,HUGO",5,S-UNIWARD,HILL,MiPOD,WOW,HUGO,0,1,1,1,1,1,2
HILL__TEST__STEGO__5825.pgm,HILL,"HILL,MiPOD,S-UNIWARD,HUGO,WOW","HILL,MiPOD",2,HILL,MiPOD,S-UNIWARD,HUGO,WOW,1,1,1,1,1,1,1
HILL__TEST__STEGO__958.pgm,HILL,"HILL,HUGO,MiPOD,S-UNIWARD,WOW","HILL,HUGO,MiPOD,S-UNIWARD,WOW",5,HILL,HUGO,MiPOD,S-UNIWARD,WOW,1,1,1,1,1,1,1
HILL__TEST__STEGO__4834.pgm,HILL,"WOW,S-UNIWARD,HILL,MiPOD,HUGO","WOW,S-UNIWARD,HILL,MiPOD",4,WOW,S-UNIWARD,HILL,MiPOD,HUGO,0,0,1,1,1,1,3
HILL__TEST__STEGO__1739.pgm,HILL,"HILL,MiPOD,S-UNIWARD,HUGO,WOW","HILL,MiPOD,S-UNIWARD",3,HILL,MiPOD,S-UNIWARD,HUGO,WOW,1,1,1,1,1,1,1
HILL__TEST__STEGO__3678.pgm,HILL,"S-UNIWARD,HUGO,MiPOD,HILL,WOW",S-UNIWARD,1,S-UNIWARD,HUGO,MiPOD,HILL,WOW,0,0,0,1,1,0,4
HILL__TEST__STEGO__7806.pgm,HILL,"HILL,MiPOD,WOW,S-UNIWARD,HUGO","HILL,MiPOD,WOW",3,HILL,MiPOD,WOW,S-UNIWARD,HUGO,1,1,1,1,1,1,1
HILL__TEST__STEGO__3.pgm,HILL,"HILL,HUGO,MiPOD,S-UNIWARD,WOW","HILL,HUGO,MiPOD,S-UNIWARD",4,HILL,HUGO,MiPOD,S-UNIWARD,WOW,1,1,1,1,1,1,1
HILL__TEST__STEGO__7318.pgm,HILL,"HILL,MiPOD,S-UNIWARD,WOW,HUGO","HILL,MiPOD,S-UNIWARD",3,HILL,MiPOD,S-UNIWARD,WOW,HUGO,1,1,1,1,1,1,1
HILL__TEST__STEGO__2235.pgm,HILL,"S-UNIWARD,HILL,MiPOD,WOW,HUGO","S-UNIWARD,HILL,MiPOD",3,S-UNIWARD,HILL,MiPOD,WOW,HUGO,0,1,1,1,1,1,2
HILL__TEST__STEGO__1398.pgm,HILL,"WOW,S-UNIWARD,HILL,HUGO,MiPOD","WOW,S-UNIWARD,HILL,HUGO,MiPOD",5,WOW,S-UNIWARD,HILL,HUGO,MiPOD,0,0,1,1,1,1,3
HILL__TEST__STEGO__932.pgm,HILL,"S-UNIWARD,HILL,MiPOD,HUGO,WOW",S-UNIWARD,1,S-UNIWARD,HILL,MiPOD,HUGO,WOW,0,1,1,1,1,0,2
HILL__TEST__STEGO__6808.pgm,HILL,"HILL,HUGO,MiPOD,S-UNIWARD,WOW","HILL,HUGO,MiPOD",3,HILL,HUGO,MiPOD,S-UNIWARD,WOW,1,1,1,1,1,1,1
HILL__TEST__STEGO__1395.pgm,HILL,"HILL,S-UNIWARD,MiPOD,WOW,HUGO","HILL,S-UNIWARD,MiPOD,WOW",4,HILL,S-UNIWARD,MiPOD,WOW,HUGO,1,1,1,1,1,1,1
HILL__TEST__STEGO__9933.pgm,HILL,"HUGO,S-UNIWARD,MiPOD,HILL,WOW",,0,HUGO,S-UNIWARD,MiPOD,HILL,WOW,0,0,0,1,1,0,4
HILL__TEST__STEGO__2880.pgm,HILL,"WOW,S-UNIWARD,HILL,HUGO,MiPOD","WOW,S-UNIWARD,HILL,HUGO,MiPOD",5,WOW,S-UNIWARD,HILL,HUGO,MiPOD,0,0,1,1,1,1,3
HILL__TEST__STEGO__7890.pgm,HILL,"HUGO,MiPOD,HILL,S-UNIWARD,WOW","HUGO,MiPOD,HILL",3,HUGO,MiPOD,HILL,S-UNIWARD,WOW,0,0,1,1,1,1,3
HILL__TEST__STEGO__3431.pgm,HILL,"WOW,S-UNIWARD,HILL,HUGO,MiPOD","WOW,S-UNIWARD,HILL,HUGO,MiPOD",5,WOW,S-UNIWARD,HILL,HUGO,MiPOD,0,0,1,1,1,1,3
HILL__TEST__STEGO__6960.pgm,HILL,"WOW,MiPOD,HILL,S-UNIWARD,HUGO","WOW,MiPOD,HILL,S-UNIWARD",4,WOW,MiPOD,HILL,S-UNIWARD,HUGO,0,0,1,1,1,1,3
HILL__TEST__STEGO__5955.pgm,HILL,"WOW,S-UNIWARD,MiPOD,HILL,HUGO","WOW,S-UNIWARD,MiPOD,HILL",4,WOW,S-UNIWARD,MiPOD,HILL,HUGO,0,0,0,1,1,1,4
HILL__TEST__STEGO__6732.pgm,HILL,"MiPOD,S-UNIWARD,HILL,WOW,HUGO","MiPOD,S-UNIWARD,HILL",3,MiPOD,S-UNIWARD,HILL,WOW,HUGO,0,0,1,1,1,1,3
HILL__TEST__STEGO__1425.pgm,HILL,"WOW,S-UNIWARD,MiPOD,HILL,HUGO","WOW,S-UNIWARD,MiPOD,HILL",4,WOW,S-UNIWARD,MiPOD,HILL,HUGO,0,0,0,1,1,1,4
HILL__TEST__STEGO__9771.pgm,HILL,"HUGO,MiPOD,HILL,S-UNIWARD,WOW","HUGO,MiPOD,HILL",3,HUGO,MiPOD,HILL,S-UNIWARD,WOW,0,0,1,1,1,1,3
HILL__TEST__STEGO__7424.pgm,HILL,"MiPOD,HILL,HUGO,S-UNIWARD,WOW","MiPOD,HILL,HUGO",3,MiPOD,HILL,HUGO,S-UNIWARD,WOW,0,1,1,1,1,1,2
HILL__TEST__STEGO__5021.pgm,HILL,"S-UNIWARD,HILL,MiPOD,WOW,HUGO","S-UNIWARD,HILL,MiPOD",3,S-UNIWARD,HILL,MiPOD,WOW,HUGO,0,1,1,1,1,1,2
HILL__TEST__STEGO__4233.pgm,HILL,"S-UNIWARD,HILL,HUGO,MiPOD,WOW","S-UNIWARD,HILL,HUGO,MiPOD",4,S-UNIWARD,HILL,HUGO,MiPOD,WOW,0,1,1,1,1,1,2
HILL__TEST__STEGO__8198.pgm,HILL,"MiPOD,HILL,WOW,S-UNIWARD,HUGO","MiPOD,HILL,WOW",3,MiPOD,HILL,WOW,S-UNIWARD,HUGO,0,1,1,1,1,1,2
HILL__TEST__STEGO__425.pgm,HILL,"HILL,MiPOD,WOW,S-UNIWARD,HUGO","HILL,MiPOD",2,HILL,MiPOD,WOW,S-UNIWARD,HUGO,1,1,1,1,1,1,1
HILL__TEST__STEGO__9050.pgm,HILL,"S-UNIWARD,HILL,HUGO,MiPOD,WOW","S-UNIWARD,HILL,HUGO,MiPOD,WOW",5,S-UNIWARD,HILL,HUGO,MiPOD,WOW,0,1,1,1,1,1,2
HILL__TEST__STEGO__8935.pgm,HILL,"HUGO,S-UNIWARD,HILL,MiPOD,WOW","HUGO,S-UNIWARD,HILL",3,HUGO,S-UNIWARD,HILL,MiPOD,WOW,0,0,1,1,1,1,3
HILL__TEST__STEGO__7177.pgm,HILL,"MiPOD,HILL,S-UNIWARD,HUGO,WOW","MiPOD,HILL",2,MiPOD,HILL,S-UNIWARD,HUGO,WOW,0,1,1,1,1,1,2
HILL__TEST__STEGO__6749.pgm,HILL,"MiPOD,WOW,HILL,S-UNIWARD,HUGO","MiPOD,WOW,HILL,S-UNIWARD",4,MiPOD,WOW,HILL,S-UNIWARD,HUGO,0,0,1,1,1,1,3
HILL__TEST__STEGO__5400.pgm,HILL,"S-UNIWARD,WOW,MiPOD,HUGO,HILL",S-UNIWARD,1,S-UNIWARD,WOW,MiPOD,HUGO,HILL,0,0,0,0,1,0,5
HILL__TEST__STEGO__6185.pgm,HILL,"MiPOD,HUGO,S-UNIWARD,HILL,WOW",MiPOD,1,MiPOD,HUGO,S-UNIWARD,HILL,WOW,0,0,0,1,1,0,4
HILL__TEST__STEGO__1084.pgm,HILL,"HILL,MiPOD,WOW,S-UNIWARD,HUGO","HILL,MiPOD,WOW",3,HILL,MiPOD,WOW,S-UNIWARD,HUGO,1,1,1,1,1,1,1
HILL__TEST__STEGO__8030.pgm,HILL,"HILL,MiPOD,S-UNIWARD,HUGO,WOW","HILL,MiPOD",2,HILL,MiPOD,S-UNIWARD,HUGO,WOW,1,1,1,1,1,1,1
HILL__TEST__STEGO__6607.pgm,HILL,"WOW,HILL,HUGO,MiPOD,S-UNIWARD","WOW,HILL,HUGO,MiPOD,S-UNIWARD",5,WOW,HILL,HUGO,MiPOD,S-UNIWARD,0,1,1,1,1,1,2
HILL__TEST__STEGO__1286.pgm,HILL,"S-UNIWARD,MiPOD,HILL,WOW,HUGO","S-UNIWARD,MiPOD,HILL",3,S-UNIWARD,MiPOD,HILL,WOW,HUGO,0,0,1,1,1,1,3
HILL__TEST__STEGO__6741.pgm,HILL,"HILL,MiPOD,WOW,S-UNIWARD,HUGO","HILL,MiPOD,WOW",3,HILL,MiPOD,WOW,S-UNIWARD,HUGO,1,1,1,1,1,1,1
HILL__TEST__STEGO__7193.pgm,HILL,"S-UNIWARD,HILL,MiPOD,HUGO,WOW","S-UNIWARD,HILL,MiPOD",3,S-UNIWARD,HILL,MiPOD,HUGO,WOW,0,1,1,1,1,1,2
HILL__TEST__STEGO__4047.pgm,HILL,"S-UNIWARD,HILL,HUGO,MiPOD,WOW","S-UNIWARD,HILL,HUGO,MiPOD,WOW",5,S-UNIWARD,HILL,HUGO,MiPOD,WOW,0,1,1,1,1,1,2
HILL__TEST__STEGO__1916.pgm,HILL,"HUGO,HILL,MiPOD,S-UNIWARD,WOW","HUGO,HILL,MiPOD",3,HUGO,HILL,MiPOD,S-UNIWARD,WOW,0,1,1,1,1,1,2
HILL__TEST__STEGO__7129.pgm,HILL,"WOW,S-UNIWARD,MiPOD,HILL,HUGO","WOW,S-UNIWARD,MiPOD,HILL",4,WOW,S-UNIWARD,MiPOD,HILL,HUGO,0,0,0,1,1,1,4
HILL__TEST__STEGO__7869.pgm,HILL,"MiPOD,HILL,S-UNIWARD,HUGO,WOW","MiPOD,HILL,S-UNIWARD",3,MiPOD,HILL,S-UNIWARD,HUGO,WOW,0,1,1,1,1,1,2
HILL__TEST__STEGO__90.pgm,HILL,"MiPOD,HUGO,S-UNIWARD,HILL,WOW","MiPOD,HUGO,S-UNIWARD,HILL",4,MiPOD,HUGO,S-UNIWARD,HILL,WOW,0,0,0,1,1,1,4
HILL__TEST__STEGO__5878.pgm,HILL,"WOW,HUGO,MiPOD,S-UNIWARD,HILL","WOW,HUGO,MiPOD,S-UNIWARD,HILL",5,WOW,HUGO,MiPOD,S-UNIWARD,HILL,0,0,0,0,1,1,5
HILL__TEST__STEGO__7008.pgm,HILL,"S-UNIWARD,HUGO,MiPOD,HILL,WOW",,0,S-UNIWARD,HUGO,MiPOD,HILL,WOW,0,0,0,1,1,0,4
