path,y,split
${BOSSBASE_ROOT}\stego\HILL\0.4bpp\stego\6430.pgm,1,train
${BOSSBASE_ROOT}\stego\HILL\0.4bpp\stego\2510.pgm,1,train
${BOSSBASE_ROOT}\stego\HILL\0.4bpp\stego\2011.pgm,1,train
${BOSSBASE_ROOT}\cover\8053.pgm,0,train
${BOSSBASE_ROOT}\cover\2890.pgm,0,train
${BOSSBASE_ROOT}\cover\2316.pgm,0,train
${BOSSBASE_ROOT}\cover\8815.pgm,0,train
${BOSSBASE_ROOT}\cover\1466.pgm,0,train
${BOSSBASE_ROOT}\cover\3047.pgm,0,train
${BOSSBASE_ROOT}\cover\7315.pgm,0,train
${BOSSBASE_ROOT}\cover\3881.pgm,0,train
${BOSSBASE_ROOT}\stego\HILL\0.4bpp\stego\3860.pgm,1,train
${BOSSBASE_ROOT}\cover\2122.pgm,0,train
${BOSSBASE_ROOT}\stego\HILL\0.4bpp\stego\4039.pgm,1,train
${BOSSBASE_ROOT}\stego\HILL\0.4bpp\stego\6121.pgm,1,train
${BOSSBASE_ROOT}\cover\6729.pgm,0,train
${BOSSBASE_ROOT}\stego\HILL\0.4bpp\stego\6133.pgm,1,train
${BOSSBASE_ROOT}\stego\HILL\0.4bpp\stego\5943.pgm,1,train
${BOSSBASE_ROOT}\stego\HILL\0.4bpp\stego\3494.pgm,1,train
${BOSSBASE_ROOT}\cover\1938.pgm,0,train
${BOSSBASE_ROOT}\cover\8624.pgm,0,train
${BOSSBASE_ROOT}\stego\HILL\0.4bpp\stego\4333.pgm,1,train
${BOSSBASE_ROOT}\cover\2056.pgm,0,train
${BOSSBASE_ROOT}\cover\8269.pgm,0,train
${BOSSBASE_ROOT}\cover\3890.pgm,0,train
${BOSSBASE_ROOT}\stego\HILL\0.4bpp\stego\641.pgm,1,train
${BOSSBASE_ROOT}\stego\HILL\0.4bpp\stego\3940.pgm,1,train
${BOSSBASE_ROOT}\stego\HILL\0.4bpp\stego\5655.pgm,1,train
${BOSSBASE_ROOT}\cover\9520.pgm,0,train
${BOSSBASE_ROOT}\stego\HILL\0.4bpp\stego\9898.pgm,1,train
${BOSSBASE_ROOT}\stego\HILL\0.4bpp\stego\5208.pgm,1,train
${BOSSBASE_ROOT}\cover\7490.pgm,0,train
${BOSSBASE_ROOT}\stego\HILL\0.4bpp\stego\7373.pgm,1,train
${BOSSBASE_ROOT}\cover\4706.pgm,0,train
${BOSSBASE_ROOT}\stego\HILL\0.4bpp\stego\1302.pgm,1,train
${BOSSBASE_ROOT}\stego\HILL\0.4bpp\stego\1068.pgm,1,train
${BOSSBASE_ROOT}\cover\7087.pgm,0,train
${BOSSBASE_ROOT}\stego\HILL\0.4bpp\stego\2603.pgm,1,train
${BOSSBASE_ROOT}\cover\2698.pgm,0,train
${BOSSBASE_ROOT}\cover\6021.pgm,0,train
${BOSSBASE_ROOT}\cover\819.pgm,0,train
${BOSSBASE_ROOT}\stego\HILL\0.4bpp\stego\8812.pgm,1,train
${BOSSBASE_ROOT}\cover\1798.pgm,0,train
${BOSSBASE_ROOT}\cover\5354.pgm,0,train
${BOSSBASE_ROOT}\cover\1028.pgm,0,train
${BOSSBASE_ROOT}\stego\HILL\0.4bpp\stego\9447.pgm,1,train
${BOSSBASE_ROOT}\cover\3756.pgm,0,train
${BOSSBASE_ROOT}\cover\3860.pgm,0,train
${BOSSBASE_ROOT}\cover\7929.pgm,0,train
${BOSSBASE_ROOT}\cover\710.pgm,0,train
${BOSSBASE_ROOT}\cover\6672.pgm,0,train
${BOSSBASE_ROOT}\cover\2679.pgm,0,train
${BOSSBASE_ROOT}\cover\3208.pgm,0,train
${BOSSBASE_ROOT}\cover\283.pgm,0,train
${BOSSBASE_ROOT}\stego\HILL\0.4bpp\stego\8976.pgm,1,train
${BOSSBASE_ROOT}\stego\HILL\0.4bpp\stego\3189.pgm,1,train
${BOSSBASE_ROOT}\cover\6510.pgm,0,train
${BOSSBASE_ROOT}\stego\HILL\0.4bpp\stego\4037.pgm,1,train
${BOSSBASE_ROOT}\cover\95.pgm,0,train
${BOSSBASE_ROOT}\stego\HILL\0.4bpp\stego\3425.pgm,1,train
${BOSSBASE_ROOT}\cover\4146.pgm,0,train
${BOSSBASE_ROOT}\stego\HILL\0.4bpp\stego\5597.pgm,1,train
${BOSSBASE_ROOT}\cover\4099.pgm,0,train
${BOSSBASE_ROOT}\cover\7921.pgm,0,train
${BOSSBASE_ROOT}\cover\3875.pgm,0,train
${BOSSBASE_ROOT}\stego\HILL\0.4bpp\stego\3052.pgm,1,train
${BOSSBASE_ROOT}\cover\8482.pgm,0,train
${BOSSBASE_ROOT}\stego\HILL\0.4bpp\stego\7716.pgm,1,train
${BOSSBASE_ROOT}\cover\5263.pgm,0,train
${BOSSBASE_ROOT}\stego\HILL\0.4bpp\stego\6998.pgm,1,train
${BOSSBASE_ROOT}\stego\HILL\0.4bpp\stego\3588.pgm,1,train
${BOSSBASE_ROOT}\cover\6631.pgm,0,train
${BOSSBASE_ROOT}\cover\912.pgm,0,train
${BOSSBASE_ROOT}\stego\HILL\0.4bpp\stego\337.pgm,1,train
${BOSSBASE_ROOT}\cover\3147.pgm,0,train
${BOSSBASE_ROOT}\cover\4553.pgm,0,train
${BOSSBASE_ROOT}\cover\4276.pgm,0,train
${BOSSBASE_ROOT}\cover\9601.pgm,0,train
${BOSSBASE_ROOT}\cover\4425.pgm,0,train
${BOSSBASE_ROOT}\cover\1535.pgm,0,train
${BOSSBASE_ROOT}\stego\HILL\0.4bpp\stego\2778.pgm,1,train
${BOSSBASE_ROOT}\stego\HILL\0.4bpp\stego\5966.pgm,1,train
${BOSSBASE_ROOT}\stego\HILL\0.4bpp\stego\6745.pgm,1,train
${BOSSBASE_ROOT}\cover\8891.pgm,0,train
${BOSSBASE_ROOT}\cover\3156.pgm,0,train
${BOSSBASE_ROOT}\cover\518.pgm,0,train
${BOSSBASE_ROOT}\cover\9608.pgm,0,train
${BOSSBASE_ROOT}\stego\HILL\0.4bpp\stego\2808.pgm,1,train
${BOSSBASE_ROOT}\cover\9560.pgm,0,train
${BOSSBASE_ROOT}\stego\HILL\0.4bpp\stego\1017.pgm,1,train
${BOSSBASE_ROOT}\cover\2155.pgm,0,train
${BOSSBASE_ROOT}\cover\3123.pgm,0,train
${BOSSBASE_ROOT}\stego\HILL\0.4bpp\stego\2103.pgm,1,train
${BOSSBASE_ROOT}\cover\6258.pgm,0,train
${BOSSBASE_ROOT}\stego\HILL\0.4bpp\stego\2632.pgm,1,train
${BOSSBASE_ROOT}\stego\HILL\0.4bpp\stego\4050.pgm,1,train
${BOSSBASE_ROOT}\cover\1841.pgm,0,train
${BOSSBASE_ROOT}\cover\2277.pgm,0,train
${BOSSBASE_ROOT}\cover\7556.pgm,0,train
${BOSSBASE_ROOT}\stego\HILL\0.4bpp\stego\3769.pgm,1,train
${BOSSBASE_ROOT}\cover\305.pgm,0,train
${BOSSBASE_ROOT}\stego\HILL\0.4bpp\stego\9863.pgm,1,train
${BOSSBASE_ROOT}\stego\HILL\0.4bpp\stego\4158.pgm,1,train
${BOSSBASE_ROOT}\cover\3107.pgm,0,train
${BOSSBASE_ROOT}\stego\HILL\0.4bpp\stego\8242.pgm,1,train
${BOSSBASE_ROOT}\stego\HILL\0.4bpp\stego\230.pgm,1,train
${BOSSBASE_ROOT}\cover\7041.pgm,0,train
${BOSSBASE_ROOT}\cover\6115.pgm,0,train
${BOSSBASE_ROOT}\cover\2873.pgm,0,train
${BOSSBASE_ROOT}\cover\5539.pgm,0,train
${BOSSBASE_ROOT}\cover\8071.pgm,0,train
${BOSSBASE_ROOT}\cover\4956.pgm,0,train
${BOSSBASE_ROOT}\cover\3232.pgm,0,train
${BOSSBASE_ROOT}\stego\HILL\0.4bpp\stego\6715.pgm,1,train
${BOSSBASE_ROOT}\stego\HILL\0.4bpp\stego\3063.pgm,1,train
${BOSSBASE_ROOT}\cover\4141.pgm,0,train
${BOSSBASE_ROOT}\cover\9328.pgm,0,train
${BOSSBASE_ROOT}\stego\HILL\0.4bpp\stego\5642.pgm,1,train
${BOSSBASE_ROOT}\cover\5588.pgm,0,train
${BOSSBASE_ROOT}\stego\HILL\0.4bpp\stego\535.pgm,1,train
${BOSSBASE_ROOT}\cover\909.pgm,0,train
${BOSSBASE_ROOT}\cover\9741.pgm,0,train
${BOSSBASE_ROOT}\stego\HILL\0.4bpp\stego\7869.pgm,1,train
${BOSSBASE_ROOT}\cover\6306.pgm,0,train
${BOSSBASE_ROOT}\cover\4704.pgm,0,train
${BOSSBASE_ROOT}\cover\5911.pgm,0,train
${BOSSBASE_ROOT}\cover\8751.pgm,0,train
${BOSSBASE_ROOT}\stego\HILL\0.4bpp\stego\4954.pgm,1,train
${BOSSBASE_ROOT}\cover\6231.pgm,0,train
${BOSSBASE_ROOT}\stego\HILL\0.4bpp\stego\6267.pgm,1,train
${BOSSBASE_ROOT}\cover\817.pgm,0,train
${BOSSBASE_ROOT}\stego\HILL\0.4bpp\stego\3411.pgm,1,train
${BOSSBASE_ROOT}\stego\HILL\0.4bpp\stego\5112.pgm,1,train
${BOSSBASE_ROOT}\cover\564.pgm,0,train
${BOSSBASE_ROOT}\stego\HILL\0.4bpp\stego\5522.pgm,1,train
${BOSSBASE_ROOT}\stego\HILL\0.4bpp\stego\8552.pgm,1,train
${BOSSBASE_ROOT}\cover\8973.pgm,0,train
${BOSSBASE_ROOT}\cover\669.pgm,0,train
${BOSSBASE_ROOT}\cover\6074.pgm,0,train
${BOSSBASE_ROOT}\cover\9064.pgm,0,train
${BOSSBASE_ROOT}\stego\HILL\0.4bpp\stego\2254.pgm,1,train
${BOSSBASE_ROOT}\stego\HILL\0.4bpp\stego\6694.pgm,1,train
${BOSSBASE_ROOT}\stego\HILL\0.4bpp\stego\4773.pgm,1,train
${BOSSBASE_ROOT}\stego\HILL\0.4bpp\stego\8345.pgm,1,train
${BOSSBASE_ROOT}\stego\HILL\0.4bpp\stego\6662.pgm,1,train
${BOSSBASE_ROOT}\cover\7836.pgm,0,train
${BOSSBASE_ROOT}\cover\385.pgm,0,train
${BOSSBASE_ROOT}\cover\3985.pgm,0,train
${BOSSBASE_ROOT}\stego\HILL\0.4bpp\stego\5933.pgm,1,train
${BOSSBASE_ROOT}\stego\HILL\0.4bpp\stego\5097.pgm,1,train
${BOSSBASE_ROOT}\cover\3520.pgm,0,train
${BOSSBASE_ROOT}\cover\7352.pgm,0,train
${BOSSBASE_ROOT}\cover\5876.pgm,0,train
${BOSSBASE_ROOT}\cover\2566.pgm,0,train
${BOSSBASE_ROOT}\stego\HILL\0.4bpp\stego\5909.pgm,1,train
${BOSSBASE_ROOT}\cover\5930.pgm,0,train
${BOSSBASE_ROOT}\cover\7553.pgm,0,train
${BOSSBASE_ROOT}\stego\HILL\0.4bpp\stego\1635.pgm,1,train
${BOSSBASE_ROOT}\cover\6102.pgm,0,train
${BOSSBASE_ROOT}\cover\6599.pgm,0,train
${BOSSBASE_ROOT}\stego\HILL\0.4bpp\stego\1705.pgm,1,train
${BOSSBASE_ROOT}\cover\5724.pgm,0,train
${BOSSBASE_ROOT}\stego\HILL\0.4bpp\stego\4858.pgm,1,train
${BOSSBASE_ROOT}\cover\1989.pgm,0,train
${BOSSBASE_ROOT}\cover\9648.pgm,0,train
${BOSSBASE_ROOT}\stego\HILL\0.4bpp\stego\6546.pgm,1,train
${BOSSBASE_ROOT}\stego\HILL\0.4bpp\stego\5899.pgm,1,train
${BOSSBASE_ROOT}\cover\8969.pgm,0,train
${BOSSBASE_ROOT}\stego\HILL\0.4bpp\stego\5508.pgm,1,train
${BOSSBASE_ROOT}\cover\5765.pgm,0,train
${BOSSBASE_ROOT}\stego\HILL\0.4bpp\stego\9054.pgm,1,train
${BOSSBASE_ROOT}\cover\494.pgm,0,train
${BOSSBASE_ROOT}\stego\HILL\0.4bpp\stego\2930.pgm,1,train
${BOSSBASE_ROOT}\stego\HILL\0.4bpp\stego\4947.pgm,1,train
${BOSSBASE_ROOT}\cover\2012.pgm,0,train
${BOSSBASE_ROOT}\stego\HILL\0.4bpp\stego\2052.pgm,1,train
${BOSSBASE_ROOT}\stego\HILL\0.4bpp\stego\950.pgm,1,train
${BOSSBASE_ROOT}\cover\3114.pgm,0,train
${BOSSBASE_ROOT}\cover\3549.pgm,0,train
${BOSSBASE_ROOT}\stego\HILL\0.4bpp\stego\3807.pgm,1,train
${BOSSBASE_ROOT}\stego\HILL\0.4bpp\stego\6513.pgm,1,train
${BOSSBASE_ROOT}\cover\2595.pgm,0,train
${BOSSBASE_ROOT}\cover\9865.pgm,0,train
${BOSSBASE_ROOT}\stego\HILL\0.4bpp\stego\8491.pgm,1,train
${BOSSBASE_ROOT}\stego\HILL\0.4bpp\stego\6896.pgm,1,train
${BOSSBASE_ROOT}\stego\HILL\0.4bpp\stego\1423.pgm,1,train
${BOSSBASE_ROOT}\cover\3909.pgm,0,train
${BOSSBASE_ROOT}\stego\HILL\0.4bpp\stego\9934.pgm,1,train
${BOSSBASE_ROOT}\stego\HILL\0.4bpp\stego\1881.pgm,1,train
${BOSSBASE_ROOT}\cover\6985.pgm,0,train
${BOSSBASE_ROOT}\cover\9383.pgm,0,train
${BOSSBASE_ROOT}\cover\4764.pgm,0,train
${BOSSBASE_ROOT}\stego\HILL\0.4bpp\stego\1626.pgm,1,train
${BOSSBASE_ROOT}\stego\HILL\0.4bpp\stego\2803.pgm,1,train
${BOSSBASE_ROOT}\cover\30.pgm,0,train
${BOSSBASE_ROOT}\stego\HILL\0.4bpp\stego\4254.pgm,1,train
${BOSSBASE_ROOT}\stego\HILL\0.4bpp\stego\9424.pgm,1,train
${BOSSBASE_ROOT}\stego\HILL\0.4bpp\stego\5796.pgm,1,train
${BOSSBASE_ROOT}\cover\5394.pgm,0,train
${BOSSBASE_ROOT}\cover\3612.pgm,0,train
${BOSSBASE_ROOT}\stego\HILL\0.4bpp\stego\679.pgm,1,train
${BOSSBASE_ROOT}\cover\2115.pgm,0,train
${BOSSBASE_ROOT}\stego\HILL\0.4bpp\stego\5771.pgm,1,train
${BOSSBASE_ROOT}\stego\HILL\0.4bpp\stego\3754.pgm,1,train
${BOSSBASE_ROOT}\cover\8791.pgm,0,train
${BOSSBASE_ROOT}\stego\HILL\0.4bpp\stego\2279.pgm,1,train
${BOSSBASE_ROOT}\stego\HILL\0.4bpp\stego\984.pgm,1,train
${BOSSBASE_ROOT}\cover\8804.pgm,0,train
${BOSSBASE_ROOT}\cover\1385.pgm,0,train
${BOSSBASE_ROOT}\cover\4632.pgm,0,train
${BOSSBASE_ROOT}\cover\2106.pgm,0,train
${BOSSBASE_ROOT}\stego\HILL\0.4bpp\stego\405.pgm,1,train
${BOSSBASE_ROOT}\cover\9803.pgm,0,train
${BOSSBASE_ROOT}\cover\5221.pgm,0,train
${BOSSBASE_ROOT}\cover\1967.pgm,0,train
${BOSSBASE_ROOT}\stego\HILL\0.4bpp\stego\9023.pgm,1,train
${BOSSBASE_ROOT}\stego\HILL\0.4bpp\stego\6767.pgm,1,train
${BOSSBASE_ROOT}\cover\3427.pgm,0,train
${BOSSBASE_ROOT}\cover\7537.pgm,0,train
${BOSSBASE_ROOT}\cover\7162.pgm,0,train
${BOSSBASE_ROOT}\stego\HILL\0.4bpp\stego\8671.pgm,1,train
${BOSSBASE_ROOT}\cover\8937.pgm,0,train
${BOSSBASE_ROOT}\stego\HILL\0.4bpp\stego\8432.pgm,1,train
${BOSSBASE_ROOT}\cover\6103.pgm,0,train
${BOSSBASE_ROOT}\stego\HILL\0.4bpp\stego\9635.pgm,1,train
${BOSSBASE_ROOT}\cover\3041.pgm,0,train
${BOSSBASE_ROOT}\cover\3608.pgm,0,train
${BOSSBASE_ROOT}\cover\3046.pgm,0,train
${BOSSBASE_ROOT}\cover\155.pgm,0,train
${BOSSBASE_ROOT}\cover\9324.pgm,0,train
${BOSSBASE_ROOT}\cover\3471.pgm,0,train
${BOSSBASE_ROOT}\cover\7831.pgm,0,train
${BOSSBASE_ROOT}\stego\HILL\0.4bpp\stego\5662.pgm,1,train
${BOSSBASE_ROOT}\stego\HILL\0.4bpp\stego\3495.pgm,1,train
${BOSSBASE_ROOT}\stego\HILL\0.4bpp\stego\947.pgm,1,train
${BOSSBASE_ROOT}\cover\6864.pgm,0,train
${BOSSBASE_ROOT}\stego\HILL\0.4bpp\stego\1103.pgm,1,train
${BOSSBASE_ROOT}\stego\HILL\0.4bpp\stego\8294.pgm,1,train
${BOSSBASE_ROOT}\cover\7534.pgm,0,train
${BOSSBASE_ROOT}\cover\9977.pgm,0,train
${BOSSBASE_ROOT}\cover\9835.pgm,0,train
${BOSSBASE_ROOT}\cover\9291.pgm,0,train
${BOSSBASE_ROOT}\stego\HILL\0.4bpp\stego\4783.pgm,1,train
${BOSSBASE_ROOT}\stego\HILL\0.4bpp\stego\5019.pgm,1,train
${BOSSBASE_ROOT}\stego\HILL\0.4bpp\stego\1887.pgm,1,train
${BOSSBASE_ROOT}\cover\7170.pgm,0,train
${BOSSBASE_ROOT}\cover\4106.pgm,0,train
${BOSSBASE_ROOT}\cover\3733.pgm,0,train
${BOSSBASE_ROOT}\cover\6419.pgm,0,train
${BOSSBASE_ROOT}\cover\3675.pgm,0,train
${BOSSBASE_ROOT}\stego\HILL\0.4bpp\stego\3849.pgm,1,train
${BOSSBASE_ROOT}\stego\HILL\0.4bpp\stego\1080.pgm,1,train
${BOSSBASE_ROOT}\stego\HILL\0.4bpp\stego\2566.pgm,1,train
${BOSSBASE_ROOT}\stego\HILL\0.4bpp\stego\9429.pgm,1,train
${BOSSBASE_ROOT}\stego\HILL\0.4bpp\stego\2499.pgm,1,train
${BOSSBASE_ROOT}\stego\HILL\0.4bpp\stego\607.pgm,1,train
${BOSSBASE_ROOT}\cover\8055.pgm,0,train
${BOSSBASE_ROOT}\stego\HILL\0.4bpp\stego\1425.pgm,1,train
${BOSSBASE_ROOT}\cover\8289.pgm,0,train
${BOSSBASE_ROOT}\stego\HILL\0.4bpp\stego\2496.pgm,1,train
${BOSSBASE_ROOT}\stego\HILL\0.4bpp\stego\7877.pgm,1,train
${BOSSBASE_ROOT}\cover\2961.pgm,0,train
${BOSSBASE_ROOT}\cover\480.pgm,0,train
${BOSSBASE_ROOT}\stego\HILL\0.4bpp\stego\6984.pgm,1,train
${BOSSBASE_ROOT}\stego\HILL\0.4bpp\stego\6257.pgm,1,train
${BOSSBASE_ROOT}\cover\7863.pgm,0,train
${BOSSBASE_ROOT}\cover\2728.pgm,0,train
${BOSSBASE_ROOT}\cover\6051.pgm,0,train
${BOSSBASE_ROOT}\cover\2992.pgm,0,train
${BOSSBASE_ROOT}\cover\3905.pgm,0,train
${BOSSBASE_ROOT}\stego\HILL\0.4bpp\stego\7498.pgm,1,train
${BOSSBASE_ROOT}\stego\HILL\0.4bpp\stego\3205.pgm,1,train
${BOSSBASE_ROOT}\stego\HILL\0.4bpp\stego\4650.pgm,1,train
${BOSSBASE_ROOT}\cover\2964.pgm,0,train
${BOSSBASE_ROOT}\cover\8141.pgm,0,train
${BOSSBASE_ROOT}\stego\HILL\0.4bpp\stego\5811.pgm,1,train
${BOSSBASE_ROOT}\stego\HILL\0.4bpp\stego\8632.pgm,1,train
${BOSSBASE_ROOT}\cover\333.pgm,0,train
${BOSSBASE_ROOT}\stego\HILL\0.4bpp\stego\1120.pgm,1,train
${BOSSBASE_ROOT}\cover\736.pgm,0,train
${BOSSBASE_ROOT}\cover\1537.pgm,0,train
${BOSSBASE_ROOT}\cover\1180.pgm,0,train
${BOSSBASE_ROOT}\cover\6847.pgm,0,train
${BOSSBASE_ROOT}\cover\6271.pgm,0,train
${BOSSBASE_ROOT}\cover\7429.pgm,0,train
${BOSSBASE_ROOT}\stego\HILL\0.4bpp\stego\467.pgm,1,train
${BOSSBASE_ROOT}\cover\9787.pgm,0,train
${BOSSBASE_ROOT}\cover\7906.pgm,0,train
${BOSSBASE_ROOT}\cover\649.pgm,0,train
${BOSSBASE_ROOT}\cover\3386.pgm,0,train
${BOSSBASE_ROOT}\stego\HILL\0.4bpp\stego\9873.pgm,1,train
${BOSSBASE_ROOT}\cover\2225.pgm,0,train
${BOSSBASE_ROOT}\cover\8842.pgm,0,train
${BOSSBASE_ROOT}\cover\7129.pgm,0,train
${BOSSBASE_ROOT}\cover\2257.pgm,0,train
${BOSSBASE_ROOT}\cover\3241.pgm,0,train
${BOSSBASE_ROOT}\cover\6140.pgm,0,train
${BOSSBASE_ROOT}\stego\HILL\0.4bpp\stego\1737.pgm,1,train
${BOSSBASE_ROOT}\cover\1462.pgm,0,train
${BOSSBASE_ROOT}\cover\6959.pgm,0,train
${BOSSBASE_ROOT}\stego\HILL\0.4bpp\stego\9645.pgm,1,train
${BOSSBASE_ROOT}\stego\HILL\0.4bpp\stego\6485.pgm,1,train
${BOSSBASE_ROOT}\cover\3420.pgm,0,train
${BOSSBASE_ROOT}\cover\7365.pgm,0,train
${BOSSBASE_ROOT}\cover\9287.pgm,0,train
${BOSSBASE_ROOT}\cover\489.pgm,0,train
${BOSSBASE_ROOT}\cover\7015.pgm,0,train
${BOSSBASE_ROOT}\cover\2892.pgm,0,train
${BOSSBASE_ROOT}\cover\3336.pgm,0,train
${BOSSBASE_ROOT}\cover\8585.pgm,0,train
${BOSSBASE_ROOT}\cover\4124.pgm,0,train
${BOSSBASE_ROOT}\stego\HILL\0.4bpp\stego\5383.pgm,1,train
${BOSSBASE_ROOT}\cover\6572.pgm,0,train
${BOSSBASE_ROOT}\stego\HILL\0.4bpp\stego\2058.pgm,1,train
${BOSSBASE_ROOT}\cover\1972.pgm,0,train
${BOSSBASE_ROOT}\stego\HILL\0.4bpp\stego\8504.pgm,1,train
${BOSSBASE_ROOT}\cover\6073.pgm,0,train
${BOSSBASE_ROOT}\stego\HILL\0.4bpp\stego\4779.pgm,1,train
${BOSSBASE_ROOT}\stego\HILL\0.4bpp\stego\10.pgm,1,train
${BOSSBASE_ROOT}\stego\HILL\0.4bpp\stego\7830.pgm,1,train
${BOSSBASE_ROOT}\cover\4914.pgm,0,train
${BOSSBASE_ROOT}\cover\9539.pgm,0,train
${BOSSBASE_ROOT}\cover\4804.pgm,0,train
${BOSSBASE_ROOT}\cover\3042.pgm,0,train
${BOSSBASE_ROOT}\cover\9305.pgm,0,train
${BOSSBASE_ROOT}\cover\6417.pgm,0,train
${BOSSBASE_ROOT}\stego\HILL\0.4bpp\stego\8406.pgm,1,train
${BOSSBASE_ROOT}\cover\4716.pgm,0,train
${BOSSBASE_ROOT}\cover\1993.pgm,0,train
${BOSSBASE_ROOT}\stego\HILL\0.4bpp\stego\7536.pgm,1,train
${BOSSBASE_ROOT}\cover\8155.pgm,0,train
${BOSSBASE_ROOT}\stego\HILL\0.4bpp\stego\187.pgm,1,train
${BOSSBASE_ROOT}\cover\1358.pgm,0,train
${BOSSBASE_ROOT}\stego\HILL\0.4bpp\stego\8205.pgm,1,train
${BOSSBASE_ROOT}\cover\2388.pgm,0,train
${BOSSBASE_ROOT}\cover\8554.pgm,0,train
${BOSSBASE_ROOT}\cover\3693.pgm,0,train
${BOSSBASE_ROOT}\cover\840.pgm,0,train
${BOSSBASE_ROOT}\stego\HILL\0.4bpp\stego\6739.pgm,1,train
${BOSSBASE_ROOT}\cover\1979.pgm,0,train
${BOSSBASE_ROOT}\cover\6233.pgm,0,train
${BOSSBASE_ROOT}\cover\9882.pgm,0,train
${BOSSBASE_ROOT}\stego\HILL\0.4bpp\stego\8798.pgm,1,train
${BOSSBASE_ROOT}\stego\HILL\0.4bpp\stego\3464.pgm,1,train
${BOSSBASE_ROOT}\stego\HILL\0.4bpp\stego\6327.pgm,1,train
${BOSSBASE_ROOT}\stego\HILL\0.4bpp\stego\6211.pgm,1,train
${BOSSBASE_ROOT}\stego\HILL\0.4bpp\stego\3320.pgm,1,train
${BOSSBASE_ROOT}\cover\2562.pgm,0,train
${BOSSBASE_ROOT}\stego\HILL\0.4bpp\stego\9650.pgm,1,train
${BOSSBASE_ROOT}\stego\HILL\0.4bpp\stego\8043.pgm,1,train
${BOSSBASE_ROOT}\stego\HILL\0.4bpp\stego\7293.pgm,1,train
${BOSSBASE_ROOT}\cover\338.pgm,0,train
${BOSSBASE_ROOT}\stego\HILL\0.4bpp\stego\697.pgm,1,train
${BOSSBASE_ROOT}\cover\9540.pgm,0,train
${BOSSBASE_ROOT}\stego\HILL\0.4bpp\stego\9665.pgm,1,train
${BOSSBASE_ROOT}\cover\6668.pgm,0,train
${BOSSBASE_ROOT}\cover\69.pgm,0,train
${BOSSBASE_ROOT}\cover\5247.pgm,0,train
${BOSSBASE_ROOT}\stego\HILL\0.4bpp\stego\4515.pgm,1,train
${BOSSBASE_ROOT}\stego\HILL\0.4bpp\stego\3406.pgm,1,train
${BOSSBASE_ROOT}\stego\HILL\0.4bpp\stego\5291.pgm,1,train
${BOSSBASE_ROOT}\cover\9442.pgm,0,train
${BOSSBASE_ROOT}\stego\HILL\0.4bpp\stego\1178.pgm,1,train
${BOSSBASE_ROOT}\stego\HILL\0.4bpp\stego\9725.pgm,1,train
${BOSSBASE_ROOT}\cover\2251.pgm,0,train
${BOSSBASE_ROOT}\stego\HILL\0.4bpp\stego\5460.pgm,1,train
${BOSSBASE_ROOT}\cover\5446.pgm,0,train
${BOSSBASE_ROOT}\cover\5726.pgm,0,train
${BOSSBASE_ROOT}\cover\738.pgm,0,train
${BOSSBASE_ROOT}\cover\4657.pgm,0,train
${BOSSBASE_ROOT}\stego\HILL\0.4bpp\stego\7148.pgm,1,train
${BOSSBASE_ROOT}\cover\3934.pgm,0,train
${BOSSBASE_ROOT}\cover\8674.pgm,0,train
${BOSSBASE_ROOT}\cover\8447.pgm,0,train
${BOSSBASE_ROOT}\stego\HILL\0.4bpp\stego\5003.pgm,1,train
${BOSSBASE_ROOT}\cover\8384.pgm,0,train
${BOSSBASE_ROOT}\stego\HILL\0.4bpp\stego\9188.pgm,1,train
${BOSSBASE_ROOT}\cover\8196.pgm,0,train
${BOSSBASE_ROOT}\cover\2366.pgm,0,train
${BOSSBASE_ROOT}\cover\2477.pgm,0,train
${BOSSBASE_ROOT}\stego\HILL\0.4bpp\stego\3864.pgm,1,train
${BOSSBASE_ROOT}\stego\HILL\0.4bpp\stego\6576.pgm,1,train
${BOSSBASE_ROOT}\stego\HILL\0.4bpp\stego\2595.pgm,1,train
${BOSSBASE_ROOT}\stego\HILL\0.4bpp\stego\3734.pgm,1,train
${BOSSBASE_ROOT}\stego\HILL\0.4bpp\stego\3325.pgm,1,train
${BOSSBASE_ROOT}\stego\HILL\0.4bpp\stego\8239.pgm,1,train
${BOSSBASE_ROOT}\cover\779.pgm,0,train
${BOSSBASE_ROOT}\cover\2984.pgm,0,train
${BOSSBASE_ROOT}\stego\HILL\0.4bpp\stego\4174.pgm,1,train
${BOSSBASE_ROOT}\cover\7810.pgm,0,train
${BOSSBASE_ROOT}\stego\HILL\0.4bpp\stego\5153.pgm,1,train
${BOSSBASE_ROOT}\stego\HILL\0.4bpp\stego\6499.pgm,1,train
${BOSSBASE_ROOT}\cover\3862.pgm,0,train
${BOSSBASE_ROOT}\stego\HILL\0.4bpp\stego\1435.pgm,1,train
${BOSSBASE_ROOT}\cover\4527.pgm,0,train
${BOSSBASE_ROOT}\stego\HILL\0.4bpp\stego\4882.pgm,1,train
${BOSSBASE_ROOT}\stego\HILL\0.4bpp\stego\7334.pgm,1,train
${BOSSBASE_ROOT}\stego\HILL\0.4bpp\stego\4458.pgm,1,train
${BOSSBASE_ROOT}\cover\9981.pgm,0,train
${BOSSBASE_ROOT}\stego\HILL\0.4bpp\stego\4857.pgm,1,train
