sample_id,image_name,true_algo,is_stego,path,p_WOW,p_S-UNIWARD,p_HILL,p_HUGO,p_MiPOD,z_WOW,z_S-UNIWARD,z_HILL,z_HUGO,z_MiPOD
WOW__BOWS2__0.4bpp__9408.pgm,9408.pgm,WOW,1,${BOWS2_ROOT}/stego/WOW/0.4bpp/stego/9408.pgm,0.9526367,0.038330078,0.8198242,0.020889282,0.71240234,3.6398637,-0.6867555,2.262863,-0.6547713,1.6516328
WOW__BOWS2__0.4bpp__9409.pgm,9409.pgm,WOW,1,${BOWS2_ROOT}/stego/WOW/0.4bpp/stego/9409.pgm,0.9902344,0.03149414,0.91503906,0.012290955,0.85009766,3.8102026,-0.7144332,2.6255352,-0.687712,2.142626
WOW__BOWS2__0.4bpp__941.pgm,941.pgm,WOW,1,${BOWS2_ROOT}/stego/WOW/0.4bpp/stego/941.pgm,0.96191406,0.59375,0.54296875,0.49365234,0.51123047,3.6818955,1.5620569,1.2083228,1.156409,0.9342953
WOW__BOWS2__0.4bpp__9410.pgm,9410.pgm,WOW,1,${BOWS2_ROOT}/stego/WOW/0.4bpp/stego/9410.pgm,0.9916992,0.14807129,0.89404297,0.012145996,0.7729492,3.8168392,-0.24242969,2.5455613,-0.68826735,1.8675307
WOW__BOWS2__0.4bpp__9411.pgm,9411.pgm,WOW,1,${BOWS2_ROOT}/stego/WOW/0.4bpp/stego/9411.pgm,0.9916992,0.9838867,0.98876953,0.040374756,0.9863281,3.8168392,3.1416621,2.906374,-0.58012146,2.628396
WOW__BOWS2__0.4bpp__9412.pgm,9412.pgm,WOW,1,${BOWS2_ROOT}/stego/WOW/0.4bpp/stego/9412.pgm,0.5073242,0.5083008,0.5073242,0.5083008,0.5097656,1.6223434,1.2160858,1.0725532,1.212528,0.92907196
WOW__BOWS2__0.4bpp__9413.pgm,9413.pgm,WOW,1,${BOWS2_ROOT}/stego/WOW/0.4bpp/stego/9413.pgm,0.9868164,0.9736328,0.7084961,0.68408203,0.67578125,3.7947173,3.1001456,1.838815,1.8859553,1.5210495
WOW__BOWS2__0.4bpp__9414.pgm,9414.pgm,WOW,1,${BOWS2_ROOT}/stego/WOW/0.4bpp/stego/9414.pgm,0.5234375,0.5097656,0.5126953,0.52001953,0.5307617,1.6953459,1.2220167,1.0930115,1.2574232,1.0039397
WOW__BOWS2__0.4bpp__9415.pgm,9415.pgm,WOW,1,${BOWS2_ROOT}/stego/WOW/0.4bpp/stego/9415.pgm,0.93847656,0.5058594,0.49438477,0.5292969,0.515625,3.57571,1.2062008,1.0232668,1.2929652,0.9499653
WOW__BOWS2__0.4bpp__9416.pgm,9416.pgm,WOW,1,${BOWS2_ROOT}/stego/WOW/0.4bpp/stego/9416.pgm,0.99072266,0.96728516,0.43139648,0.98535156,0.8520508,3.812415,3.074445,0.78334504,3.040135,2.1495905
WOW__BOWS2__0.4bpp__9417.pgm,9417.pgm,WOW,1,${BOWS2_ROOT}/stego/WOW/0.4bpp/stego/9417.pgm,0.99316406,0.71728516,0.7163086,0.18518066,0.71972656,3.8234758,2.0622323,1.8685727,-0.025362331,1.6777495
WOW__BOWS2__0.4bpp__9418.pgm,9418.pgm,WOW,1,${BOWS2_ROOT}/stego/WOW/0.4bpp/stego/9418.pgm,0.99072266,0.04949951,0.7841797,0.013954163,0.9399414,3.812415,-0.6415321,2.127093,-0.68134016,2.4629905
WOW__BOWS2__0.4bpp__9419.pgm,9419.pgm,WOW,1,${BOWS2_ROOT}/stego/WOW/0.4bpp/stego/9419.pgm,0.9921875,0.70751953,0.5239258,0.027526855,0.484375,3.8190515,2.0226927,1.1357883,-0.62934244,0.83853424
WOW__BOWS2__0.4bpp__942.pgm,942.pgm,WOW,1,${BOWS2_ROOT}/stego/WOW/0.4bpp/stego/942.pgm,0.47827148,0.546875,0.41137695,0.5439453,0.5283203,1.490718,1.372267,0.70709085,1.3490841,0.99523413
WOW__BOWS2__0.4bpp__9420.pgm,9420.pgm,WOW,1,${BOWS2_ROOT}/stego/WOW/0.4bpp/stego/9420.pgm,0.9277344,0.47875977,0.03302002,0.055725098,0.39501953,3.527042,1.0964786,-0.7340672,-0.5213135,0.519911
WOW__BOWS2__0.4bpp__9421.pgm,9421.pgm,WOW,1,${BOWS2_ROOT}/stego/WOW/0.4bpp/stego/9421.pgm,0.9921875,0.99560547,0.99072266,0.037322998,0.9916992,3.8190515,3.1891096,2.9138134,-0.5918129,2.6475482
WOW__BOWS2__0.4bpp__9422.pgm,9422.pgm,WOW,1,${BOWS2_ROOT}/stego/WOW/0.4bpp/stego/9422.pgm,0.9863281,0.98535156,0.6669922,0.6035156,0.7832031,3.792505,3.147593,1.6807269,1.5773011,1.904094
WOW__BOWS2__0.4bpp__9423.pgm,9423.pgm,WOW,1,${BOWS2_ROOT}/stego/WOW/0.4bpp/stego/9423.pgm,0.98339844,0.5019531,0.14782715,0.12451172,0.14782715,3.779232,1.1903851,-0.29676792,-0.25778827,-0.36152625
WOW__BOWS2__0.4bpp__9424.pgm,9424.pgm,WOW,1,${BOWS2_ROOT}/stego/WOW/0.4bpp/stego/9424.pgm,0.9794922,0.66796875,0.6333008,0.060516357,0.7163086,3.7615345,1.8625575,1.5523967,-0.50295794,1.6655617
WOW__BOWS2__0.4bpp__9425.pgm,9425.pgm,WOW,1,${BOWS2_ROOT}/stego/WOW/0.4bpp/stego/9425.pgm,0.9916992,0.9580078,0.93408203,0.25195312,0.28588867,3.8168392,3.0368824,2.6980698,0.23044652,0.13077277
WOW__BOWS2__0.4bpp__9426.pgm,9426.pgm,WOW,1,${BOWS2_ROOT}/stego/WOW/0.4bpp/stego/9426.pgm,0.94921875,0.5444336,0.13146973,0.40283203,0.05380249,3.6243784,1.3623822,-0.3590732,0.8084716,-0.69679886
WOW__BOWS2__0.4bpp__9427.pgm,9427.pgm,WOW,1,${BOWS2_ROOT}/stego/WOW/0.4bpp/stego/9427.pgm,0.98828125,0.9638672,0.9863281,0.027435303,0.95654297,3.801354,3.060606,2.8970747,-0.6296932,2.5221882
WOW__BOWS2__0.4bpp__9428.pgm,9428.pgm,WOW,1,${BOWS2_ROOT}/stego/WOW/0.4bpp/stego/9428.pgm,0.99316406,0.94091797,0.97265625,0.12890625,0.87890625,3.8234758,2.967688,2.8449986,-0.2409526,2.2453516
WOW__BOWS2__0.4bpp__9429.pgm,9429.pgm,WOW,1,${BOWS2_ROOT}/stego/WOW/0.4bpp/stego/9429.pgm,0.51708984,0.5083008,0.5131836,0.51464844,0.50146484,1.6665874,1.2160858,1.0948714,1.2368462,0.8994731
WOW__BOWS2__0.4bpp__943.pgm,943.pgm,WOW,1,${BOWS2_ROOT}/stego/WOW/0.4bpp/stego/943.pgm,0.49853516,0.5107422,0.5126953,0.50341797,0.5209961,1.582524,1.2259706,1.0930115,1.1938217,0.9691175
WOW__BOWS2__0.4bpp__9430.pgm,9430.pgm,WOW,1,${BOWS2_ROOT}/stego/WOW/0.4bpp/stego/9430.pgm,0.9902344,0.9042969,0.3017578,0.9243164,0.8520508,3.8102026,2.8194149,0.28955257,2.8063061,2.1495905
WOW__BOWS2__0.4bpp__9431.pgm,9431.pgm,WOW,1,${BOWS2_ROOT}/stego/WOW/0.4bpp/stego/9431.pgm,0.9501953,0.8203125,0.94921875,0.9711914,0.90527344,3.6288028,2.4793746,2.7557254,2.9858866,2.3393717
WOW__BOWS2__0.4bpp__9432.pgm,9432.pgm,WOW,1,${BOWS2_ROOT}/stego/WOW/0.4bpp/stego/9432.pgm,0.7973633,0.5605469,0.003004074,2.3841858e-07,0.024139404,2.9363863,1.4276224,-0.8483977,-0.7347984,-0.8025713
WOW__BOWS2__0.4bpp__9433.pgm,9433.pgm,WOW,1,${BOWS2_ROOT}/stego/WOW/0.4bpp/stego/9433.pgm,0.99316406,0.9873047,0.7084961,0.034606934,0.94921875,3.8234758,3.155501,1.838815,-0.6022183,2.4960716
WOW__BOWS2__0.4bpp__9434.pgm,9434.pgm,WOW,1,${BOWS2_ROOT}/stego/WOW/0.4bpp/stego/9434.pgm,0.8930664,0.10449219,0.98828125,0.04385376,0.9863281,3.369976,-0.41887498,2.904514,-0.5667932,2.628396
WOW__BOWS2__0.4bpp__9435.pgm,9435.pgm,WOW,1,${BOWS2_ROOT}/stego/WOW/0.4bpp/stego/9435.pgm,0.55615234,0.5126953,0.5102539,0.5371094,0.5214844,1.8435628,1.2338786,1.0837122,1.3228953,0.97085863
WOW__BOWS2__0.4bpp__9436.pgm,9436.pgm,WOW,1,${BOWS2_ROOT}/stego/WOW/0.4bpp/stego/9436.pgm,0.9873047,0.38061523,0.6699219,0.85546875,0.6347656,3.7969294,0.69910604,1.6918861,2.542547,1.3747963
WOW__BOWS2__0.4bpp__9437.pgm,9437.pgm,WOW,1,${BOWS2_ROOT}/stego/WOW/0.4bpp/stego/9437.pgm,0.98779297,0.99658203,0.99121094,0.005619049,0.9892578,3.7991416,3.1930635,2.9156733,-0.7132724,2.6388426
WOW__BOWS2__0.4bpp__9438.pgm,9438.pgm,WOW,1,${BOWS2_ROOT}/stego/WOW/0.4bpp/stego/9438.pgm,0.99121094,0.04586792,0.98828125,0.98583984,0.99121094,3.814627,-0.6562359,2.904514,3.0420055,2.645807
WOW__BOWS2__0.4bpp__9439.pgm,9439.pgm,WOW,1,${BOWS2_ROOT}/stego/WOW/0.4bpp/stego/9439.pgm,0.99072266,0.99560547,0.9892578,0.9902344,0.99121094,3.812415,3.1891096,2.908234,3.0588412,2.645807
WOW__BOWS2__0.4bpp__944.pgm,944.pgm,WOW,1,${BOWS2_ROOT}/stego/WOW/0.4bpp/stego/944.pgm,0.5126953,0.5097656,0.51171875,0.5185547,0.52001953,1.6466776,1.2220167,1.0892918,1.2518113,0.9656353
WOW__BOWS2__0.4bpp__9440.pgm,9440.pgm,WOW,1,${BOWS2_ROOT}/stego/WOW/0.4bpp/stego/9440.pgm,0.9638672,0.93603516,0.5991211,0.105407715,0.82373047,3.6907442,2.9479184,1.4222065,-0.33097672,2.0486062
WOW__BOWS2__0.4bpp__9441.pgm,9441.pgm,WOW,1,${BOWS2_ROOT}/stego/WOW/0.4bpp/stego/9441.pgm,0.7324219,0.6225586,0.5180664,0.5288086,0.5288086,2.6421645,1.6786987,1.11347,1.2910945,0.99697524
WOW__BOWS2__0.4bpp__9442.pgm,9442.pgm,WOW,1,${BOWS2_ROOT}/stego/WOW/0.4bpp/stego/9442.pgm,0.9921875,0.13745117,0.80029297,0.2166748,0.68408203,3.8190515,-0.28542897,2.1884685,0.095293395,1.5506485
WOW__BOWS2__0.4bpp__9443.pgm,9443.pgm,WOW,1,${BOWS2_ROOT}/stego/WOW/0.4bpp/stego/9443.pgm,0.7734375,0.78271484,0.484375,0.8569336,0.52001953,2.8279889,2.3271472,0.9851397,2.548159,0.9656353
WOW__BOWS2__0.4bpp__9444.pgm,9444.pgm,WOW,1,${BOWS2_ROOT}/stego/WOW/0.4bpp/stego/9444.pgm,0.9667969,0.21179199,0.6816406,0.8540039,0.6220703,3.7040174,0.015565926,1.7365227,2.536935,1.3295274
WOW__BOWS2__0.4bpp__9445.pgm,9445.pgm,WOW,1,${BOWS2_ROOT}/stego/WOW/0.4bpp/stego/9445.pgm,0.51123047,0.5107422,0.51416016,0.49169922,0.5029297,1.640041,1.2259706,1.0985911,1.1489265,0.9046964
WOW__BOWS2__0.4bpp__9446.pgm,9446.pgm,WOW,1,${BOWS2_ROOT}/stego/WOW/0.4bpp/stego/9446.pgm,0.99316406,0.043518066,0.8833008,0.52197266,0.9404297,3.8234758,-0.6657501,2.5046444,1.2649057,2.4647315
WOW__BOWS2__0.4bpp__9447.pgm,9447.pgm,WOW,1,${BOWS2_ROOT}/stego/WOW/0.4bpp/stego/9447.pgm,0.99121094,0.19824219,0.8432617,0.45751953,0.71435547,3.814627,-0.03929521,2.3521361,1.0179824,1.6585972
WOW__BOWS2__0.4bpp__9448.pgm,9448.pgm,WOW,1,${BOWS2_ROOT}/stego/WOW/0.4bpp/stego/9448.pgm,0.5136719,0.50927734,0.50927734,0.49487305,0.5053711,1.651102,1.2200397,1.0799925,1.1610856,0.91340196
WOW__BOWS2__0.4bpp__9449.pgm,9449.pgm,WOW,1,${BOWS2_ROOT}/stego/WOW/0.4bpp/stego/9449.pgm,0.44360352,0.515625,0.46435547,0.50341797,0.5517578,1.3336523,1.2457404,0.90888554,1.1938217,1.0788075
WOW__BOWS2__0.4bpp__945.pgm,945.pgm,WOW,1,${BOWS2_ROOT}/stego/WOW/0.4bpp/stego/945.pgm,0.80078125,0.5625,0.5073242,0.51904297,0.5239258,2.9518716,1.4355303,1.0725532,1.2536819,0.9795642
WOW__BOWS2__0.4bpp__9450.pgm,9450.pgm,WOW,1,${BOWS2_ROOT}/stego/WOW/0.4bpp/stego/9450.pgm,0.49438477,0.50683594,0.4975586,0.49682617,0.50390625,1.5637203,1.2101549,1.0353559,1.1685681,0.9081786
WOW__BOWS2__0.4bpp__9451.pgm,9451.pgm,WOW,1,${BOWS2_ROOT}/stego/WOW/0.4bpp/stego/9451.pgm,0.4428711,0.4909668,0.44970703,0.49780273,0.5019531,1.330334,1.1459031,0.85308975,1.1723094,0.9012142
WOW__BOWS2__0.4bpp__9452.pgm,9452.pgm,WOW,1,${BOWS2_ROOT}/stego/WOW/0.4bpp/stego/9452.pgm,0.5541992,0.52978516,0.54589844,0.51171875,0.5341797,1.834714,1.3030728,1.219482,1.2256224,1.0161275
WOW__BOWS2__0.4bpp__9453.pgm,9453.pgm,WOW,1,${BOWS2_ROOT}/stego/WOW/0.4bpp/stego/9453.pgm,0.5053711,0.5058594,0.5131836,0.50439453,0.5131836,1.6134948,1.2062008,1.0948714,1.1975629,0.94125974
WOW__BOWS2__0.4bpp__9454.pgm,9454.pgm,WOW,1,${BOWS2_ROOT}/stego/WOW/0.4bpp/stego/9454.pgm,0.39379883,0.4909668,0.51123047,0.5097656,0.5234375,1.1080085,1.1459031,1.087432,1.2181399,0.9778231
WOW__BOWS2__0.4bpp__9455.pgm,9455.pgm,WOW,1,${BOWS2_ROOT}/stego/WOW/0.4bpp/stego/9455.pgm,0.5805664,0.53515625,0.49658203,0.5234375,0.52490234,1.9541725,1.3248196,1.0316362,1.2705176,0.98304635
WOW__BOWS2__0.4bpp__9456.pgm,9456.pgm,WOW,1,${BOWS2_ROOT}/stego/WOW/0.4bpp/stego/9456.pgm,0.4296875,0.50341797,0.50146484,0.51416016,0.5131836,1.2706047,1.196316,1.0502348,1.2349756,0.94125974
WOW__BOWS2__0.4bpp__9457.pgm,9457.pgm,WOW,1,${BOWS2_ROOT}/stego/WOW/0.4bpp/stego/9457.pgm,0.9921875,0.9897461,0.7416992,0.41333008,0.95703125,3.8190515,3.165386,1.9652854,0.8486902,2.5239294
WOW__BOWS2__0.4bpp__9458.pgm,9458.pgm,WOW,1,${BOWS2_ROOT}/stego/WOW/0.4bpp/stego/9458.pgm,0.99365234,0.94384766,0.9042969,0.012527466,0.05419922,3.825688,2.97955,2.5846183,-0.6868059,-0.6953842
WOW__BOWS2__0.4bpp__9459.pgm,9459.pgm,WOW,1,${BOWS2_ROOT}/stego/WOW/0.4bpp/stego/9459.pgm,0.8852539,0.54589844,0.48876953,0.5859375,0.52783203,3.3345811,1.3683131,1.0018785,1.5099584,0.993493
WOW__BOWS2__0.4bpp__946.pgm,946.pgm,WOW,1,${BOWS2_ROOT}/stego/WOW/0.4bpp/stego/946.pgm,0.6557617,0.42089844,0.49389648,0.51660156,0.50878906,2.2948503,0.8622067,1.021407,1.2443287,0.92558974
WOW__BOWS2__0.4bpp__9460.pgm,9460.pgm,WOW,1,${BOWS2_ROOT}/stego/WOW/0.4bpp/stego/9460.pgm,0.5366211,0.52001953,0.5463867,0.5019531,0.5185547,1.7550751,1.2635332,1.2213418,1.1882098,0.96041197
WOW__BOWS2__0.4bpp__9461.pgm,9461.pgm,WOW,1,${BOWS2_ROOT}/stego/WOW/0.4bpp/stego/9461.pgm,0.9892578,0.95751953,0.9824219,0.87939453,0.94433594,3.8057783,3.0349054,2.8821957,2.634208,2.4786603
WOW__BOWS2__0.4bpp__9462.pgm,9462.pgm,WOW,1,${BOWS2_ROOT}/stego/WOW/0.4bpp/stego/9462.pgm,0.98339844,0.86279297,0.19519043,0.26953125,0.33081055,3.779232,2.6513717,-0.11636162,0.29778925,0.29095495
WOW__BOWS2__0.4bpp__9463.pgm,9463.pgm,WOW,1,${BOWS2_ROOT}/stego/WOW/0.4bpp/stego/9463.pgm,0.92529297,0.53027344,0.5839844,0.66308594,0.5415039,3.515981,1.3050498,1.364551,1.8055182,1.0422442
WOW__BOWS2__0.4bpp__9464.pgm,9464.pgm,WOW,1,${BOWS2_ROOT}/stego/WOW/0.4bpp/stego/9464.pgm,0.78759766,0.70654297,0.55810547,0.5253906,0.6713867,2.8921423,2.0187387,1.2659785,1.2780001,1.5053796
WOW__BOWS2__0.4bpp__9465.pgm,9465.pgm,WOW,1,${BOWS2_ROOT}/stego/WOW/0.4bpp/stego/9465.pgm,0.9916992,0.31396484,0.9897461,0.9838867,0.9902344,3.8168392,0.42924857,2.9100938,3.034523,2.642325
WOW__BOWS2__0.4bpp__9466.pgm,9466.pgm,WOW,1,${BOWS2_ROOT}/stego/WOW/0.4bpp/stego/9466.pgm,0.6459961,0.51416016,0.49487305,0.5576172,0.5175781,2.2506063,1.2398095,1.0251267,1.4014617,0.95692974
WOW__BOWS2__0.4bpp__9467.pgm,9467.pgm,WOW,1,${BOWS2_ROOT}/stego/WOW/0.4bpp/stego/9467.pgm,0.9868164,0.0149002075,0.9550781,0.7861328,0.9819336,3.7947173,-0.78161955,2.7780437,2.2769175,2.612726
WOW__BOWS2__0.4bpp__9468.pgm,9468.pgm,WOW,1,${BOWS2_ROOT}/stego/WOW/0.4bpp/stego/9468.pgm,0.99072266,0.014839172,0.97998047,0.40112305,0.9741211,3.812415,-0.78186667,2.8728964,0.8019244,2.5848682
WOW__BOWS2__0.4bpp__9469.pgm,9469.pgm,WOW,1,${BOWS2_ROOT}/stego/WOW/0.4bpp/stego/9469.pgm,0.40454102,0.022506714,0.5527344,0.55078125,0.5864258,1.1566768,-0.75082195,1.24552,1.375273,1.2024263
WOW__BOWS2__0.4bpp__947.pgm,947.pgm,WOW,1,${BOWS2_ROOT}/stego/WOW/0.4bpp/stego/947.pgm,0.5019531,0.5,0.5097656,0.5048828,0.48950195,1.5980093,1.1824771,1.0818524,1.1994336,0.8568159
WOW__BOWS2__0.4bpp__9470.pgm,9470.pgm,WOW,1,${BOWS2_ROOT}/stego/WOW/0.4bpp/stego/9470.pgm,0.9819336,0.55566406,0.8725586,0.4189453,0.8051758,3.7725954,1.4078526,2.4637275,0.8702025,1.9824439
WOW__BOWS2__0.4bpp__9471.pgm,9471.pgm,WOW,1,${BOWS2_ROOT}/stego/WOW/0.4bpp/stego/9471.pgm,0.25170898,0.75439453,0.25756836,0.69921875,0.51416016,0.4642603,2.2124825,0.12123534,1.943945,0.94474196
WOW__BOWS2__0.4bpp__9472.pgm,9472.pgm,WOW,1,${BOWS2_ROOT}/stego/WOW/0.4bpp/stego/9472.pgm,0.2788086,0.5908203,0.7998047,0.92626953,0.9628906,0.587037,1.5501951,2.1866086,2.8137887,2.5448227
WOW__BOWS2__0.4bpp__9473.pgm,9473.pgm,WOW,1,${BOWS2_ROOT}/stego/WOW/0.4bpp/stego/9473.pgm,0.8334961,0.75390625,0.734375,0.765625,0.59228516,3.1000886,2.2105055,1.9373876,2.198351,1.2233196
WOW__BOWS2__0.4bpp__9474.pgm,9474.pgm,WOW,1,${BOWS2_ROOT}/stego/WOW/0.4bpp/stego/9474.pgm,0.93652344,0.60546875,0.93408203,0.96435547,0.94433594,3.5668614,1.6095043,2.6980698,2.959698,2.4786603
WOW__BOWS2__0.4bpp__9475.pgm,9475.pgm,WOW,1,${BOWS2_ROOT}/stego/WOW/0.4bpp/stego/9475.pgm,0.44726562,0.027954102,0.5683594,0.86376953,0.6069336,1.3502437,-0.72876626,1.3050355,2.5743477,1.275553
WOW__BOWS2__0.4bpp__9476.pgm,9476.pgm,WOW,1,${BOWS2_ROOT}/stego/WOW/0.4bpp/stego/9476.pgm,0.69921875,0.14343262,0.6738281,0.9692383,0.76171875,2.4917355,-0.26121098,1.7067649,2.978404,1.8274851
WOW__BOWS2__0.4bpp__9477.pgm,9477.pgm,WOW,1,${BOWS2_ROOT}/stego/WOW/0.4bpp/stego/9477.pgm,0.52001953,0.5126953,0.50927734,0.51953125,0.51660156,1.6798605,1.2338786,1.0799925,1.2555525,0.9534475
WOW__BOWS2__0.4bpp__9478.pgm,9478.pgm,WOW,1,${BOWS2_ROOT}/stego/WOW/0.4bpp/stego/9478.pgm,0.99121094,0.9951172,0.98876953,0.98535156,0.98828125,3.814627,3.1871326,2.906374,3.040135,2.6353605
WOW__BOWS2__0.4bpp__9479.pgm,9479.pgm,WOW,1,${BOWS2_ROOT}/stego/WOW/0.4bpp/stego/9479.pgm,0.9926758,0.9169922,0.13049316,0.080078125,0.17492676,3.8212636,2.8708162,-0.3627929,-0.42801574,-0.2648946
WOW__BOWS2__0.4bpp__948.pgm,948.pgm,WOW,1,${BOWS2_ROOT}/stego/WOW/0.4bpp/stego/948.pgm,0.90966797,0.28125,0.53125,0.5102539,0.5864258,3.4451907,0.29679105,1.1636862,1.2200105,1.2024263
WOW__BOWS2__0.4bpp__9480.pgm,9480.pgm,WOW,1,${BOWS2_ROOT}/stego/WOW/0.4bpp/stego/9480.pgm,0.97509766,0.6118164,0.46875,0.79296875,0.48901367,3.7416246,1.6352051,0.92562425,2.3031063,0.85507476
WOW__BOWS2__0.4bpp__9481.pgm,9481.pgm,WOW,1,${BOWS2_ROOT}/stego/WOW/0.4bpp/stego/9481.pgm,0.99121094,0.9873047,0.9926758,0.009559631,0.9819336,3.814627,3.155501,2.921253,-0.69817585,2.612726
WOW__BOWS2__0.4bpp__9482.pgm,9482.pgm,WOW,1,${BOWS2_ROOT}/stego/WOW/0.4bpp/stego/9482.pgm,0.5126953,0.50439453,0.50683594,0.5048828,0.50341797,1.6466776,1.2002699,1.0706933,1.1994336,0.9064375
WOW__BOWS2__0.4bpp__9483.pgm,9483.pgm,WOW,1,${BOWS2_ROOT}/stego/WOW/0.4bpp/stego/9483.pgm,0.48632812,0.5053711,0.5107422,0.49560547,0.50878906,1.5272192,1.2042239,1.0855721,1.1638916,0.92558974
WOW__BOWS2__0.4bpp__9484.pgm,9484.pgm,WOW,1,${BOWS2_ROOT}/stego/WOW/0.4bpp/stego/9484.pgm,0.87597656,0.5810547,0.60546875,0.5839844,0.5546875,3.2925494,1.5106555,1.4463847,1.5024759,1.0892541
WOW__BOWS2__0.4bpp__9485.pgm,9485.pgm,WOW,1,${BOWS2_ROOT}/stego/WOW/0.4bpp/stego/9485.pgm,0.98828125,0.99609375,0.97998047,0.97998047,0.98779297,3.801354,3.1910865,2.8728964,3.019558,2.6336193
WOW__BOWS2__0.4bpp__9486.pgm,9486.pgm,WOW,1,${BOWS2_ROOT}/stego/WOW/0.4bpp/stego/9486.pgm,0.9838867,0.86279297,0.96435547,0.69677734,0.9057617,3.781444,2.6513717,2.813381,1.9345919,2.3411126
WOW__BOWS2__0.4bpp__9487.pgm,9487.pgm,WOW,1,${BOWS2_ROOT}/stego/WOW/0.4bpp/stego/9487.pgm,0.86376953,0.61621094,0.5234375,0.88720703,0.7895508,3.2372446,1.6529979,1.1339284,2.664138,1.9267284
WOW__BOWS2__0.4bpp__9488.pgm,9488.pgm,WOW,1,${BOWS2_ROOT}/stego/WOW/0.4bpp/stego/9488.pgm,0.9916992,0.035949707,0.91845703,0.22729492,0.8310547,3.8168392,-0.69639325,2.6385543,0.13597962,2.0747228
WOW__BOWS2__0.4bpp__9489.pgm,9489.pgm,WOW,1,${BOWS2_ROOT}/stego/WOW/0.4bpp/stego/9489.pgm,0.48706055,0.5625,0.5175781,0.53808594,0.5209961,1.5305375,1.4355303,1.1116102,1.3266366,0.9691175
WOW__BOWS2__0.4bpp__949.pgm,949.pgm,WOW,1,${BOWS2_ROOT}/stego/WOW/0.4bpp/stego/949.pgm,0.50927734,0.50341797,0.51171875,0.5083008,0.51464844,1.6311922,1.196316,1.0892918,1.212528,0.9464831
WOW__BOWS2__0.4bpp__9490.pgm,9490.pgm,WOW,1,${BOWS2_ROOT}/stego/WOW/0.4bpp/stego/9490.pgm,0.99316406,0.9560547,0.97802734,0.9604492,0.97802734,3.8234758,3.0289745,2.865457,2.944733,2.598797
WOW__BOWS2__0.4bpp__9491.pgm,9491.pgm,WOW,1,${BOWS2_ROOT}/stego/WOW/0.4bpp/stego/9491.pgm,0.7470703,0.7578125,0.65234375,0.65625,0.9628906,2.7085304,2.2263215,1.6249312,1.7793293,2.5448227
WOW__BOWS2__0.4bpp__9492.pgm,9492.pgm,WOW,1,${BOWS2_ROOT}/stego/WOW/0.4bpp/stego/9492.pgm,0.98339844,0.96777344,0.78125,0.9536133,0.54541016,3.779232,3.076422,2.115934,2.918544,1.056173
WOW__BOWS2__0.4bpp__9493.pgm,9493.pgm,WOW,1,${BOWS2_ROOT}/stego/WOW/0.4bpp/stego/9493.pgm,0.9838867,0.9609375,0.98291016,0.8691406,0.9868164,3.781444,3.0487442,2.8840556,2.5949247,2.630137
WOW__BOWS2__0.4bpp__9494.pgm,9494.pgm,WOW,1,${BOWS2_ROOT}/stego/WOW/0.4bpp/stego/9494.pgm,0.84716797,1.0,0.47021484,0.42358398,0.10247803,3.16203,3.2069025,0.93120384,0.8879734,-0.52323186
WOW__BOWS2__0.4bpp__9495.pgm,9495.pgm,WOW,1,${BOWS2_ROOT}/stego/WOW/0.4bpp/stego/9495.pgm,0.82666016,1.0,0.9448242,0.25097656,0.9970703,3.0691178,3.2069025,2.7389867,0.22670525,2.6667004
WOW__BOWS2__0.4bpp__9496.pgm,9496.pgm,WOW,1,${BOWS2_ROOT}/stego/WOW/0.4bpp/stego/9496.pgm,0.9458008,0.7441406,0.79296875,0.37597656,0.7910156,3.608893,2.170966,2.1605706,0.7055869,1.9319518
WOW__BOWS2__0.4bpp__9497.pgm,9497.pgm,WOW,1,${BOWS2_ROOT}/stego/WOW/0.4bpp/stego/9497.pgm,0.3425293,0.5600586,0.41625977,0.9165039,0.4934082,0.87572825,1.4256455,0.7256895,2.776376,0.87074476
WOW__BOWS2__0.4bpp__9498.pgm,9498.pgm,WOW,1,${BOWS2_ROOT}/stego/WOW/0.4bpp/stego/9498.pgm,0.94628906,0.71972656,0.5644531,0.4482422,0.73291016,3.6111052,2.072117,1.2901566,0.98244035,1.7247595
WOW__BOWS2__0.4bpp__9499.pgm,9499.pgm,WOW,1,${BOWS2_ROOT}/stego/WOW/0.4bpp/stego/9499.pgm,0.96728516,0.76220703,0.95458984,0.65185547,0.89208984,3.7062294,2.2441142,2.7761838,1.7624936,2.2923617
WOW__BOWS2__0.4bpp__95.pgm,95.pgm,WOW,1,${BOWS2_ROOT}/stego/WOW/0.4bpp/stego/95.pgm,0.56347656,0.51904297,0.5805664,0.53271484,0.5698242,1.8767457,1.2595793,1.351532,1.3060596,1.1432285
WOW__BOWS2__0.4bpp__950.pgm,950.pgm,WOW,1,${BOWS2_ROOT}/stego/WOW/0.4bpp/stego/950.pgm,0.50683594,0.49853516,0.50439453,0.50390625,0.50097656,1.6201313,1.1765462,1.061394,1.1956923,0.89773196
WOW__BOWS2__0.4bpp__9500.pgm,9500.pgm,WOW,1,${BOWS2_ROOT}/stego/WOW/0.4bpp/stego/9500.pgm,0.9682617,0.82958984,0.58740234,0.8886719,0.7739258,3.710654,2.516937,1.3775699,2.66975,1.8710129
